ID,nDissSteps,pKa,pKa_1,pKa_2,pKaType,pKaType_1,pKaType_2,ChargeA,ChargeA_1,ChargeA_2,ChargeA_3,ChargeB,ChargeB_1,ChargeB_2,ChargeB_3
393,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
394,3,3.82,15,16,1,0,0,0,0,0,0,1,0,0,0
395,3,4.41,15,16,1,0,0,0,0,0,0,1,0,0,0
396,3,3.44,15,16,1,0,0,0,0,0,0,2,1,1,1
397,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
398,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
399,3,0.25,15,16,1,0,0,-1,-1,-1,-1,1,0,0,0
400,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
401,3,2.15,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
402,3,0.59,15,16,1,0,0,-1,-1,-1,-1,1,0,0,0
403,3,2.94,4.39,16,1,1,0,0,0,0,0,2,1,0,0
404,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
405,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
406,3,3.78,15,16,1,0,0,0,0,0,0,1,0,0,0
407,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
408,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
409,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
410,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
411,3,3.18,4.48,16,-1,1,0,0,-1,-1,-1,1,1,0,0
412,3,4.04,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
413,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
414,3,3.97,15,16,1,0,0,0,0,0,0,2,1,1,1
415,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
416,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
417,3,1.22,3.75,16,1,1,0,0,0,0,0,2,1,0,0
418,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
419,3,3.36,15,16,1,0,0,0,0,0,0,1,0,0,0
420,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
421,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
422,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
423,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
424,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
425,3,3.18,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
426,3,1.76,15,16,1,0,0,0,0,0,0,1,0,0,0
427,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
428,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
429,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
430,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
431,3,3.18,15,16,1,0,0,0,0,0,0,2,1,1,1
432,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
433,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
434,3,-0.11,3.99,16,1,1,0,0,0,0,0,3,2,1,1
435,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
436,3,1.23,2.19,16,1,1,0,0,0,0,0,2,1,0,0
437,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
438,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
439,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
440,3,4.25,15,16,1,0,0,0,0,0,0,2,1,1,1
441,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
442,3,4.71,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
443,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1
444,3,2.84,15,16,1,0,0,0,0,0,0,1,0,0,0
445,3,4.22,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
446,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
447,3,3.12,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
448,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
449,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
450,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
451,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
452,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
453,3,0.65,15,16,1,0,0,0,0,0,0,2,1,1,1
454,3,3.82,15,16,1,0,0,0,0,0,0,1,0,0,0
455,3,1.95,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
456,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
457,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
458,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1
459,3,4.46,15,16,1,0,0,0,0,0,0,2,1,1,1
460,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
461,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
462,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
463,3,4.57,15,16,1,0,0,0,0,0,0,1,0,0,0
464,3,3.85,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
465,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2
466,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
467,3,1.7,2.66,16,1,-1,0,0,0,-1,-1,1,0,0,0
468,3,2.49,2.68,16,-1,-1,0,0,-1,-2,-2,1,1,1,1
469,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
470,3,3.97,15,16,1,0,0,0,0,0,0,2,1,1,1
471,3,4.72,15,16,1,0,0,0,0,0,0,1,0,0,0
472,3,2.18,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
473,3,2.85,15,16,1,0,0,0,0,0,0,2,1,1,1
474,3,0.29,15,16,1,0,0,0,0,0,0,1,0,0,0
475,3,3.12,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
476,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
477,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
478,3,2.06,15,16,1,0,0,0,0,0,0,2,1,1,1
479,3,1.25,15,16,1,0,0,0,0,0,0,1,0,0,0
480,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2
481,3,0.61,1.51,16,-1,-1,0,0,-1,-2,-2,1,1,1,1
482,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
483,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
484,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
485,3,2.6,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
486,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
487,3,0.63,15,16,1,0,0,0,0,0,0,2,1,1,1
488,3,3.61,15,16,1,0,0,0,0,0,0,1,0,0,0
489,3,4.33,15,16,1,0,0,0,0,0,0,1,0,0,0
490,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
491,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
492,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
493,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
494,3,2.38,15,16,1,0,0,0,0,0,0,2,1,1,1
495,3,0.33,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
496,3,3.7,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
497,3,1.89,2.42,4.67,-1,-1,1,0,-1,-2,-2,2,2,2,1
498,3,4.54,4.67,16,1,-1,0,0,0,-1,-1,1,0,0,0
499,3,0.93,15,16,1,0,0,0,0,0,0,1,0,0,0
500,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
501,3,0.25,15,16,1,0,0,0,0,0,0,2,1,1,1
502,3,3.51,15,16,1,0,0,0,0,0,0,1,0,0,0
503,3,2.31,15,16,1,0,0,0,0,0,0,2,1,1,1
504,3,0.5,15,16,1,0,0,0,0,0,0,1,0,0,0
505,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
506,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
507,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
508,3,0.0796,15,16,1,0,0,0,0,0,0,1,0,0,0
509,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
510,3,1.88,15,16,1,0,0,0,0,0,0,2,1,1,1
511,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
512,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
513,3,0.0544,15,16,1,0,0,0,0,0,0,2,1,1,1
514,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
515,3,4.44,15,16,1,0,0,0,0,0,0,2,1,1,1
516,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
517,3,2.47,15,16,1,0,0,0,0,0,0,1,0,0,0
518,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
519,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
520,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
521,3,1.77,15,16,1,0,0,0,0,0,0,2,1,1,1
522,3,4.26,15,16,1,0,0,0,0,0,0,1,0,0,0
523,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
524,3,2.99,15,16,1,0,0,0,0,0,0,2,1,1,1
525,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
526,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
527,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
528,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
529,3,-0.34,1.06,16,1,1,0,0,0,0,0,2,1,0,0
530,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
531,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
532,3,0.21,15,16,1,0,0,0,0,0,0,1,0,0,0
533,3,2.36,15,16,1,0,0,0,0,0,0,1,0,0,0
534,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
535,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
536,3,3.3,15,16,1,0,0,0,0,0,0,2,1,1,1
537,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
538,3,3.06,15,16,1,0,0,0,0,0,0,2,1,1,1
539,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
540,3,2.24,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
541,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
542,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
543,3,2.8,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
544,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
545,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2
546,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
547,3,4.76,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
548,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
549,3,3.28,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
550,3,3.82,15,16,1,0,0,0,0,0,0,1,0,0,0
551,3,1.5,4.4,16,1,1,0,0,0,0,0,2,1,0,0
552,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
553,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
554,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
555,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
556,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
557,3,4.31,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
558,3,3.16,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
559,3,1.11,15,16,1,0,0,0,0,0,0,2,1,1,1
560,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
561,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
562,3,4.43,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
563,3,3.58,15,16,1,0,0,0,0,0,0,1,0,0,0
564,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
565,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
566,3,2.69,15,16,1,0,0,0,0,0,0,2,1,1,1
567,3,5.11,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
568,3,4.33,15,16,1,0,0,0,0,0,0,1,0,0,0
569,3,0.86,15,16,1,0,0,0,0,0,0,1,0,0,0
570,3,2.73,15,16,1,0,0,0,0,0,0,1,0,0,0
571,3,0.77,15,16,1,0,0,0,0,0,0,2,1,1,1
572,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
573,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
574,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
575,3,3.5,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
576,3,0.58,15,16,1,0,0,0,0,0,0,2,1,1,1
577,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
578,3,5.12,15,16,1,0,0,0,0,0,0,1,0,0,0
579,3,1.11,5.04,16,-1,1,0,0,-1,-1,-1,1,1,0,0
580,3,2.22,15,16,1,0,0,0,0,0,0,2,1,1,1
581,3,3.4,15,16,1,0,0,0,0,0,0,2,1,1,1
582,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
583,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
584,3,5.4,15,16,1,0,0,0,0,0,0,1,0,0,0
585,3,0.32,3.21,16,1,-1,0,0,0,-1,-1,1,0,0,0
586,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
587,3,2.4,15,16,1,0,0,0,0,0,0,1,0,0,0
588,3,2.53,15,16,1,0,0,0,0,0,0,1,0,0,0
589,3,4.72,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
590,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
591,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
592,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
593,3,1.92,15,16,1,0,0,0,0,0,0,2,1,1,1
594,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
595,3,1.22,15,16,1,0,0,0,0,0,0,1,0,0,0
596,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
597,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
598,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
599,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
600,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
601,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
602,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
603,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
604,3,3.23,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
605,3,1.42,15,16,1,0,0,0,0,0,0,1,0,0,0
606,3,0.51,3.62,16,1,1,0,0,0,0,0,2,1,0,0
607,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
608,3,1.15,15,16,1,0,0,0,0,0,0,1,0,0,0
609,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
610,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
611,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
612,3,4.41,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
613,3,3.56,15,16,1,0,0,0,0,0,0,2,1,1,1
614,3,2.03,4.43,16,-1,-1,0,0,-1,-2,-2,1,1,1,1
615,3,0.18,15,16,1,0,0,0,0,0,0,2,1,1,1
616,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
617,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
618,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
619,3,4.5,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
620,3,1.62,15,16,1,0,0,0,0,0,0,2,1,1,1
621,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
622,3,2.21,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
623,3,2.8,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
624,3,4.29,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
625,3,-0.25,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
626,3,1.62,15,16,1,0,0,0,0,0,0,1,0,0,0
627,3,4.27,15,16,1,0,0,0,0,0,0,1,0,0,0
628,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
629,3,1.44,15,16,1,0,0,0,0,0,0,1,0,0,0
630,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
631,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
632,3,5.54,15,16,1,0,0,0,0,0,0,1,0,0,0
633,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
634,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
635,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
636,3,-0.23,3.49,16,1,1,0,0,0,0,0,3,2,1,1
637,3,2.09,4.99,16,1,1,0,0,0,0,0,3,2,1,1
638,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
639,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
640,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
641,3,4.5,5.44,16,-1,1,0,0,-1,-1,-1,1,1,0,0
642,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
643,3,1.74,15,16,1,0,0,0,0,0,0,2,1,1,1
644,3,2.61,15,16,1,0,0,0,0,0,0,2,1,1,1
645,3,2.29,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
646,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
647,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
648,3,2.21,3.17,16,-1,-1,0,0,-1,-2,-2,1,1,1,1
649,3,2.47,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
650,3,2.69,15,16,1,0,0,0,0,0,0,1,0,0,0
651,3,5.05,15,16,1,0,0,0,0,0,0,1,0,0,0
652,3,3.93,15,16,1,0,0,0,0,0,0,2,1,1,1
653,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
654,3,2.4,3.2,16,1,1,0,0,0,0,0,3,2,1,1
655,3,4.25,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
656,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
657,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
658,3,4.51,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
659,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
660,3,1.37,15,16,1,0,0,0,0,0,0,1,0,0,0
661,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
662,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
663,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
664,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
665,3,1.7,4.71,16,-1,1,0,0,-1,-1,-1,1,1,0,0
666,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
667,3,3.73,15,16,1,0,0,0,0,0,0,2,1,1,1
668,3,2.28,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
669,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
670,3,2.27,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
671,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
672,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
673,3,14,15,16,0,0,0,0,0,0,0,2,2,2,2
674,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
675,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
676,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
677,3,3.44,15,16,1,0,0,0,0,0,0,2,1,1,1
678,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
679,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
680,3,0.5,15,16,1,0,0,0,0,0,0,1,0,0,0
681,3,1.25,15,16,1,0,0,0,0,0,0,1,0,0,0
682,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
683,3,0.8,4.28,16,1,-1,0,0,0,-1,-1,1,0,0,0
684,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
685,3,0.25,15,16,1,0,0,0,0,0,0,2,1,1,1
686,3,3.39,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
687,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
688,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
689,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
690,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
691,3,3.45,4.77,16,-1,-1,0,0,-1,-2,-2,0,0,0,0
692,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
693,3,3.3,15,16,1,0,0,0,0,0,0,1,0,0,0
694,3,0.38,15,16,1,0,0,0,0,0,0,2,1,1,1
695,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
696,3,5.16,15,16,1,0,0,0,0,0,0,1,0,0,0
697,3,2.12,15,16,1,0,0,0,0,0,0,2,1,1,1
698,3,3.14,15,16,1,0,0,0,0,0,0,2,1,1,1
699,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
700,3,-0.29,4.64,16,1,-1,0,0,0,-1,-1,1,0,0,0
701,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
702,3,2.63,15,16,1,0,0,0,0,0,0,2,1,1,1
703,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
704,3,-0.18,5.09,16,1,1,0,0,0,0,0,2,1,0,0
705,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
706,3,4.69,4.75,16,1,1,0,0,0,0,0,2,1,0,0
707,3,0.98,15,16,1,0,0,0,0,0,0,2,1,1,1
708,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
709,3,3.16,15,16,1,0,0,0,0,0,0,2,1,1,1
710,3,4.77,15,16,1,0,0,0,0,0,0,2,1,1,1
711,3,3.99,15,16,1,0,0,0,0,0,0,2,1,1,1
712,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
713,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
714,3,0.13,15,16,1,0,0,0,0,0,0,1,0,0,0
715,3,4.17,15,16,1,0,0,0,0,0,0,2,1,1,1
716,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
717,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
718,3,1.21,15,16,1,0,0,0,0,0,0,1,0,0,0
719,3,4.77,15,16,1,0,0,0,0,0,0,2,1,1,1
720,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
721,3,4.03,15,16,1,0,0,0,0,0,0,2,1,1,1
722,3,5.3,15,16,1,0,0,0,0,0,0,1,0,0,0
723,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
724,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
725,3,4.33,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
726,3,1.31,4.88,16,1,1,0,0,0,0,0,2,1,0,0
727,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
728,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
729,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
730,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
731,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
732,3,2.28,15,16,1,0,0,0,0,0,0,2,1,1,1
733,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
734,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
735,3,4.73,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
736,3,0.71,1.93,16,1,1,0,0,0,0,0,3,2,1,1
737,3,2.96,15,16,1,0,0,0,0,0,0,1,0,0,0
738,3,1.19,15,16,1,0,0,0,0,0,0,1,0,0,0
739,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
740,3,0.57,15,16,1,0,0,0,0,0,0,2,1,1,1
741,3,4.26,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
742,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
743,3,2.38,15,16,1,0,0,0,0,0,0,2,1,1,1
744,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
745,3,5.41,15,16,1,0,0,0,0,0,0,1,0,0,0
746,3,4.73,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
747,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
748,3,0.94,15,16,1,0,0,0,0,0,0,2,1,1,1
749,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
750,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
751,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
752,3,2.97,15,16,1,0,0,0,0,0,0,1,0,0,0
753,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
754,3,1.79,15,16,1,0,0,0,0,0,0,1,0,0,0
755,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
756,3,4.54,15,16,1,0,0,0,0,0,0,2,1,1,1
757,3,1.25,15,16,1,0,0,0,0,0,0,1,0,0,0
758,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
759,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
760,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
761,3,5.54,15,16,1,0,0,0,0,0,0,1,0,0,0
762,3,3.77,15,16,1,0,0,0,0,0,0,2,1,1,1
763,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
764,3,2.29,4.57,16,1,1,0,0,0,0,0,3,2,1,1
765,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
766,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
767,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
768,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
769,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
770,3,4.63,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
771,3,-0.25,15,16,1,0,0,0,0,0,0,2,1,1,1
772,3,5.25,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
773,3,1.44,15,16,1,0,0,0,0,0,0,2,1,1,1
774,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
775,3,0.84,2.53,16,1,1,0,0,0,0,0,3,2,1,1
776,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
777,3,0.92,4.92,16,1,1,0,0,0,0,0,2,1,0,0
778,3,0.0793,0.86,16,1,1,0,0,0,0,0,2,1,0,0
779,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
780,3,5.42,15,16,1,0,0,0,0,0,0,1,0,0,0
781,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
782,3,0.74,15,16,1,0,0,0,0,0,0,1,0,0,0
783,3,4.28,15,16,-1,0,0,0,-1,-1,-1,0,0,0,0
784,3,14,15,16,0,0,0,0,0,0,0,0,0,0,0
785,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
786,3,2.3,15,16,-1,0,0,0,-1,-1,-1,1,1,1,1
787,3,1.22,15,16,1,0,0,0,0,0,0,1,0,0,0
788,3,0.57,15,16,1,0,0,0,0,0,0,2,1,1,1
789,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
790,3,3.26,15,16,1,0,0,0,0,0,0,1,0,0,0
791,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
792,3,4.96,15,16,1,0,0,0,0,0,0,1,0,0,0
793,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
794,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
795,3,0.65,1.55,16,1,1,0,0,0,0,0,3,2,1,1
796,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
797,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
798,3,4.67,15,16,1,0,0,0,0,0,0,1,0,0,0
799,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
800,3,1.59,15,16,1,0,0,0,0,0,0,2,1,1,1
801,3,14,15,16,0,0,0,0,0,0,0,1,1,1,1
802,3,1.1,15,16,1,0,0,0,0,0,0,2,1,1,1
803,3,3.12,3.73,16,1,1,0,0,0,0,0,2,1,0,0
